0-Pagina WT,1-Titolo italiano,2-Titolo tedesco,3-DataTrek ID,4-Stag. P18,5-Numero di produzione P1,6-Sequenza di trasmissione P153,7-Data di pubblicazione originale,8-Data P95,9-Serie,10-Istanza P14,11-P178,12-Titolo Wikidata,13-Wikidata ID,14-enMAPage,15-deMAPage,16-itMAPage,17-Produzione Wikidata,18-CheckProduzione
Hero Worship,Un eroe da imitare,Der Einzige Überlebende (L'unico sopravvissuto),Q3768,5,211,111,27 gennaio 1992,1992-01-27,Star Trek: The Next Generation,Q10690,11,Hero Worship,Q16744121,Hero Worship (episode),Der einzige Überlebende,,211,
Violations,Violenze mentali,Geistige Gewalt,Q9890,5,212,112,3 febbraio 1992,1992-02-03,Star Trek: The Next Generation,Q10690,12,Violations,Q7933105,Violations (episode),Geistige Gewalt,,212,
The Masterpiece Society,Una società perfetta,Das künstliche Paradies,Q9184,5,213,113,10 febbraio 1992,1992-02-10,Star Trek: The Next Generation,Q10690,13,The Masterpiece Society,Q7750621,The Masterpiece Society (episode),Das künstliche Paradies,,213,
Conundrum,Amnesia,Mission ohne Gedächtnis,Q2012,5,214,114,17 febbraio 1992,1992-02-17,Star Trek: The Next Generation,Q10690,14,Conundrum,Q5166046,Conundrum (episode),Mission ohne Gedächtnis,,214,
Power Play,Gioco di potere,Ungebetene Gäste,Q7264,5,215,115,24 febbraio 1992,1992-02-24,Star Trek: The Next Generation,Q10690,15,Power Play,Q7236386,Power Play (episode),Ungebetene Gäste,,215,
Ethics,Questione di etica,Die Operation,Q2966,5,216,116,2 marzo 1992,1992-03-02,Star Trek: The Next Generation,Q10690,16,Ethics,Q5403445,Ethics (episode),Die Operation,,216,
The Outcast,Il diritto di essere,Verbotene Liebe,Q9207,5,217,117,16 marzo 1992,1992-03-16,Star Trek: The Next Generation,Q10690,17,The Outcast,Q7755633,The Outcast (episode),Verbotene Liebe,,217,
Cause and Effect,Circolo chiuso,Déjà Vu,Q1657,5,218,118,23 marzo 1992,1992-03-23,Star Trek: The Next Generation,Q10690,18,Cause and Effect,Q865358,Cause and Effect (episode),Déjà Vu,,218,
The First Duty,Il primo dovere,Ein mißglücktes Manöver,Q9135,5,219,119,30 marzo 1992,1992-03-30,Star Trek: The Next Generation,Q10690,19,The First Duty,Q7734119,The First Duty (episode),Ein missglücktes Manöver,,219,
Cost of Living,Il prezzo della vita,Hochzeit mit Hindernissen,Q2042,5,220,120,20 aprile 1992,1992-04-20,Star Trek: The Next Generation,Q10690,20,Cost of Living,Q5174778,Cost of Living (episode),Hochzeit mit Hindernissen,,220,
The Perfect Mate,La donna perfetta,Eine hoffnungslose Romanze,Q9213,5,221,121,27 aprile 1992,1992-04-27,Star Trek: The Next Generation,Q10690,21,The Perfect Mate,Q7756695,The Perfect Mate (episode),Eine hoffnungslose Romanze,,221,
Imaginary Friend,Un'amica immaginaria,Die imaginäre Freundin,Q3909,5,222,122,4 maggio 1992,1992-05-04,Star Trek: The Next Generation,Q10690,22,Imaginary Friend,Q6002452,Imaginary Friend (episode),Die imaginäre Freundin,,222,
"I, Borg","Io, Borg",Ich bin Hugh,Q3849,5,223,123,11 maggio 1992,1992-05-11,Star Trek: The Next Generation,Q10690,23,"I, Borg",Q16743891,I Borg (episode),Ich bin Hugh,,223,
The Next Phase,Un'altra dimensione,So nah und doch so fern,Q9198,5,224,124,18 maggio 1992,1992-05-18,Star Trek: The Next Generation,Q10690,24,The Next Phase,Q7753998,The Next Phase (episode),So nah und doch so fern,,224,
The Inner Light,Una vita per ricordare,Das zweite Leben,Q9158,5,225,125,1 giugno 1992,1992-06-01,Star Trek: The Next Generation,Q10690,25,The Inner Light,Q2915551,The Inner Light (episode),Das zweite Leben,,225,
Time's Arrow - Part I,Un mistero dal passato - Prima parte,Gefahr aus dem 19. Jahrhundert I,Q9377,5,226,126,15 giugno 1992,1992-06-15,Star Trek: The Next Generation,Q10690,26,"Time's Arrow, Part I",Q42600269,Time's Arrow (episode),"Gefahr aus dem 19. Jahrhundert, Teil I",,,KO
Time's Arrow - Part II,Un mistero dal passato - Seconda parte,Gefahr aus dem 19. Jahrhundert II,Q9378,6,227,127,21 settembre 1992,1992-09-21,Star Trek: The Next Generation,Q10690,1,"Time's Arrow, Part II",Q42600276,"Time's Arrow, Part II (episode)","Gefahr aus dem 19. Jahrhundert, Teil II",,,KO
Realm of Fear,Paure nascoste,Todesangst beim Beamen (Paura della morte),Q7479,6,228,128,28 settembre 1992,1992-09-28,Star Trek: The Next Generation,Q10690,2,Realm of Fear,Q7301329,Realm of Fear (episode),Todesangst beim Beamen,,228,
Man of the People,Il prezzo della pace,Der unmoralische Friedensvermittler,Q5868,6,229,129,5 ottobre 1992,1992-10-05,Star Trek: The Next Generation,Q10690,3,Man of the People,Q6746424,Man of the People (episode),Der unmoralische Friedensvermittler,,229,
Relics,Il naufrago del tempo,Besuch von der alten Enterprise,Q7528,6,230,130,12 ottobre 1992,1992-10-12,Star Trek: The Next Generation,Q10690,4,Relics,Q7311060,Relics (episode),Besuch von der alten Enterprise,,230,
Schisms,Sonni pericolosi,In den Subraum entführt,Q8061,6,231,131,19 ottobre 1992,1992-10-19,Star Trek: The Next Generation,Q10690,5,Schisms,Q7431504,Schisms (episode),In den Subraum entführt,,231,
True Q,Una vera Q,Eine echte,Q9652,6,232,132,26 ottobre 1992,1992-10-26,Star Trek: The Next Generation,Q10690,6,True Q,Q7847507,True Q (episode),"Eine echte ""Q""",,232,
Rascals,Giovani eroi,Erwachsene Kinder,Q7452,6,233,133,2 novembre 1992,1992-11-02,Star Trek: The Next Generation,Q10690,7,Rascals,Q7294741,Rascals (episode),Erwachsene Kinder,,233,
A Fistful of Datas,Per un pugno di Data,Eine Handvoll Datas,Q110,6,234,134,9 novembre 1992,1992-11-09,Star Trek: The Next Generation,Q10690,8,A Fistful of Datas,Q4656785,A Fistful of Datas (episode),Eine Handvoll Datas,,234,
The Quality of Life,Il sapore della vita,Datas Hypothese,Q9221,6,235,135,16 novembre 1992,1992-11-16,Star Trek: The Next Generation,Q10690,9,The Quality of Life,Q7758878,The Quality of Life (episode),Datas Hypothese,,235,
Chain of Command - Part I,Il peso del comando - Prima parte,Geheime Mission auf Celtris Drei I,Q1682,6,236,136,14 dicembre 1992,1992-12-14,Star Trek: The Next Generation,Q10690,10,"Chain of Command, Part I",Q42600297,"Chain of Command, Part I (episode)","Geheime Mission auf Celtris Drei, Teil I",,,KO
Chain of Command - Part II,Il peso del comando - Seconda parte,Geheime Mission auf Celtris Drei II,Q1683,6,237,137,14 dicembre 1992,1992-12-14,Star Trek: The Next Generation,Q10690,11,"Chain of Command, Part II",Q42600301,"Chain of Command, Part II (episode)","Geheime Mission auf Celtris Drei, Teil II",,,KO
Ship in a Bottle,La nave in bottiglia,Das Schiff in der Flasche,Q8231,6,238,138,25 gennaio 1993,1993-01-25,Star Trek: The Next Generation,Q10690,12,Ship in a Bottle,Q6270441,Ship in a Bottle (episode),Das Schiff in der Flasche,,238,
Aquiel,Aquiel,Aquiel,Q529,6,239,139,1 febbraio 1993,1993-02-01,Star Trek: The Next Generation,Q10690,13,Aquiel,Q4782889,Aquiel (episode),Aquiel,,239,
Face of the Enemy,Il volto del nemico,Das Gesicht des Feindes,Q3049,6,240,140,8 febbraio 1993,1993-02-08,Star Trek: The Next Generation,Q10690,14,Face of the Enemy,Q5428381,Face of the Enemy (episode),Das Gesicht des Feindes,,240,
Tapestry,Una seconda opportunità,,Q8869,6,241,141,15 febbraio 1993,1993-02-15,Star Trek: The Next Generation,Q10690,15,Tapestry,Q7684563,Tapestry (episode),Willkommen im Leben nach dem Tode,,241,
Birthright - Part I,La voce del sangue - Prima parte,Der Moment der Erkenntnis I,Q1251,6,242,142,22 febbraio 1993,1993-02-22,Star Trek: The Next Generation,Q10690,16,"Birthright, Part I",Q42600327,"Birthright, Part I (episode)","Der Moment der Erkenntnis, Teil I",,,KO
Birthright - Part II,La voce del sangue - Seconda parte,Der Moment der Erkenntnis II,Q1252,6,243,143,1 marzo 1993,1993-03-01,Star Trek: The Next Generation,Q10690,17,"Birthright, Part II",Q42600331,"Birthright, Part II (episode)","Der Moment der Erkenntnis, Teil II",,,KO
Starship Mine,Complotto a bordo,In der Hand von Terroristen,Q8551,6,244,144,29 marzo 1993,1993-03-29,Star Trek: The Next Generation,Q10690,18,Starship Mine,Q7602421,Starship Mine (episode),In der Hand von Terroristen,,244,
Lessons,Amore e dovere,Der Feuersturm,Q5393,6,245,145,5 aprile 1993,1993-04-05,Star Trek: The Next Generation,Q10690,19,Lessons,Q511593,Lessons (episode),Der Feuersturm,,245,
The Chase,Il segreto della vita,Das fehlende Fragment,Q9080,6,246,146,26 aprile 1993,1993-04-26,Star Trek: The Next Generation,Q10690,20,The Chase,Q7722230,The Chase (episode),Das fehlende Fragment,,246,
Frame of Mind,Schegge di realtà,Phantasie oder Wahrheit,Q3187,6,247,147,3 maggio 1993,1993-05-03,Star Trek: The Next Generation,Q10690,21,Frame of Mind,Q5477914,Frame of Mind (episode),Phantasie oder Wahrheit,,247,
Suspicions,Sospetti,Verdächtigungen,Q8740,6,248,148,10 maggio 1993,1993-05-10,Star Trek: The Next Generation,Q10690,22,Suspicions,Q7649264,Suspicions (episode),Verdächtigungen,,248,
Rightful Heir,Il ritorno di Khaless,Der rechtmäßige Erbe,Q7679,6,249,149,17 maggio 1993,1993-05-17,Star Trek: The Next Generation,Q10690,23,Rightful Heir,Q10361338,Rightful Heir (episode),Der rechtmäßige Erbe,,249,
Second Chances,Duplicato,Riker : 2 = ?,Q8117,6,250,150,24 maggio 1993,1993-05-24,Star Trek: The Next Generation,Q10690,24,Second Chances,Q7443179,Second Chances (episode),Riker : 2 = ?,,250,
Timescape,Frammenti di tempo,Gefangen in einem temporären Fragment,Q9393,6,251,151,14 giugno 1993,1993-06-14,Star Trek: The Next Generation,Q10690,25,Timescape,Q7806584,Timescape (episode),Gefangen in einem temporären Fragment,,251,
Descent - Part I,Il ritorno dei Borg - Prima Parte,Angriff der Borg I,Q2491,6,252,152,21 giugno 1993,1993-06-21,Star Trek: The Next Generation,Q10690,26,"Descent, Part I",Q42600349,Descent (episode),"Angriff der Borg, Teil I",,,KO
Descent - Part II,Il ritorno dei Borg - Seconda Parte,Angriff der Borg II,Q2492,7,253,153,20 settembre 1993,1993-09-20,Star Trek: The Next Generation,Q10690,1,"Descent, Part II",Q42600354,"Descent, Part II (episode)","Angriff der Borg, Teil II",,,KO
Liaisons,Diplomazia spaziale,Indiskretionen,Q5412,7,254,154,27 settembre 1993,1993-09-27,Star Trek: The Next Generation,Q10690,2,Liaisons,Q6539456,Liaisons (episode),Indiskretionen,,254,
Interface,L'interfaccia,Das Interface,Q3971,7,255,155,4 ottobre 1993,1993-10-04,Star Trek: The Next Generation,Q10690,3,Interface,Q6046260,Interface (episode),Das Interface,,255,
Gambit - Part I,L'arma perduta - Prima Parte,Der Schachzug I,Q3309,7,256,156,11 ottobre 1993,1993-10-11,Star Trek: The Next Generation,Q10690,4,"Gambit, Part I",Q42600371,"Gambit, Part I (episode)","Der Schachzug, Teil I",,40277-256,KO
Gambit - Part II,L'arma perduta - Seconda Parte,Der Schachzug II,Q3310,7,257,157,18 ottobre 1993,1993-10-18,Star Trek: The Next Generation,Q10690,5,"Gambit, Part II",Q42600378,"Gambit, Part II (episode)","Der Schachzug, Teil II",,40277-257,KO
Phantasms,Programma: sogno,Traumanalyse,Q7154,7,258,158,25 ottobre 1993,1993-10-25,Star Trek: The Next Generation,Q10690,6,Phantasms,Q7180525,Phantasms (episode),Traumanalyse,,258,
Dark Page,La porta chiusa,Ort der Finsternis,Q2237,7,259,159,1 novembre 1993,1993-11-01,Star Trek: The Next Generation,Q10690,7,Dark Page,Q2836506,Dark Page (episode),Ort der Finsternis,,259,
Attached,Uniti,Kontakte,Q900,7,260,160,8 novembre 1993,1993-11-08,Star Trek: The Next Generation,Q10690,8,Attached,Q4817884,Attached (episode),Kontakte,,260,
Force of Nature,Inquinamento spaziale,Die Raumkatastrophe,Q3177,7,261,161,15 novembre 1993,1993-11-15,Star Trek: The Next Generation,Q10690,9,Force of Nature,Q5467482,Force of Nature (episode),Die Raumkatastrophe,,261,
Inheritance,Una madre per Data,Soongs Vermächtnis,Q3957,7,262,162,22 novembre 1993,1993-11-22,Star Trek: The Next Generation,Q10690,10,Inheritance,Q6033783,Inheritance (episode),Soongs Vermächtnis,,262,
Parallels,Universi paralleli,Parallelen,Q6954,7,263,163,29 novembre 1993,1993-11-29,Star Trek: The Next Generation,Q10690,11,Parallels,Q7135031,Parallels (episode),Parallelen,,263,
The Pegasus,La Pegasus,Das Pegasus Projekt,Q9212,7,264,164,10 gennaio 1994,1994-01-10,Star Trek: The Next Generation,Q10690,12,The Pegasus,Q7756499,The Pegasus (episode),Das Pegasus-Projekt,,264,
Homeward,Terra promessa,Die oberste Direktive,Q3806,7,265,165,17 gennaio 1994,1994-01-17,Star Trek: The Next Generation,Q10690,13,Homeward,Q971746,Homeward (episode),Die oberste Direktive,,265,
Sub Rosa,Segreto di famiglia,Ronin,Q8689,7,266,166,31 gennaio 1994,1994-01-31,Star Trek: The Next Generation,Q10690,14,Sub Rosa,Q7630674,Sub Rosa (episode),Ronin (Episode),,266,
Lower Decks,Giovani carriere,Beförderung,Q5547,7,267,167,7 febbraio 1994,1994-02-07,Star Trek: The Next Generation,Q10690,15,Lower Decks,Q6693437,Lower Decks (episode),Beförderung (Episode),,267,
Thine Own Self,Radioattività,Radioaktiv,Q9310,7,268,168,14 febbraio 1994,1994-02-14,Star Trek: The Next Generation,Q10690,16,Thine Own Self,Q7784320,Thine Own Self (episode),Radioaktiv,,268,
Masks,Maschere,Der Komet,Q6071,7,269,169,21 febbraio 1994,1994-02-21,Star Trek: The Next Generation,Q10690,17,Masks,Q3496615,Masks (episode),Der Komet,,269,
Eye of the Beholder,Echi mentali,Der Fall,Q3037,7,270,170,28 febbraio 1994,1994-02-28,Star Trek: The Next Generation,Q10690,18,Eye of the Beholder,Q5422685,Eye of the Beholder (episode),"Der Fall ""Utopia Planitia""",,270,
Genesis (tng171),Genesi,Genesis,Q3401,7,271,171,21 marzo 1994,1994-03-21,Star Trek: The Next Generation,Q10690,19,Genesis,Q428500,Genesis (episode),Genesis (Episode),,271,
Journey's End,La fine del viaggio,Am Ende der Reise,Q4657,7,272,172,28 marzo 1994,1994-03-28,Star Trek: The Next Generation,Q10690,20,Journey's End,Q6296296,Journey's End (episode),Am Ende der Reise,,272,
Firstborn,Alexander,Ritus des Aufsteigens,Q3140,7,273,173,25 aprile 1994,1994-04-25,Star Trek: The Next Generation,Q10690,21,Firstborn,Q5454276,Firstborn (episode),Ritus des Aufsteigens,,273,
Bloodlines,La vendetta di Bok,Boks Vergeltung,Q1270,7,274,174,2 maggio 1994,1994-05-02,Star Trek: The Next Generation,Q10690,22,Bloodlines,Q4927975,Bloodlines (episode),Boks Vergeltung,,274,
Emergence,Una nuova vita,Neue Intelligenz,Q2845,7,275,175,9 maggio 1994,1994-05-09,Star Trek: The Next Generation,Q10690,23,Emergence,Q5370534,Emergence (episode),Neue Intelligenz,,275,
Preemptive Strike,Il tenente Ro,Die Rückkehr von Ro Laren,Q7273,7,276,176,16 maggio 1994,1994-05-16,Star Trek: The Next Generation,Q10690,24,Preemptive Strike,Q7239746,Preemptive Strike (episode),Die Rückkehr von Ro Laren,,276,
All Good Things... - Part I,"Ieri, oggi, domani - Prima parte","Gestern, heute, morgen I",Q333,7,277,177,23 maggio 1994,1994-05-23,Star Trek: The Next Generation,Q10690,25,"All Good Things, Part I",,,,,,KO
All Good Things... - Part II,"Ieri, oggi, domani - Seconda parte","Gestern, heute, morgen II",Q334,7,278,178,23 maggio 1994,1994-05-23,Star Trek: The Next Generation,Q10690,26,All Good Things... - Part II,,,,,,KO
The Cage,,Der Käfig,Q37,1,1,,,,Star Trek: The Original Series,Q11336,,The Cage,Q20909,The Cage (episode),Der Käfig,Lo zoo di Talos (episodio),6149-01,KO
The Man Trap,Trappola umana,Das Letzte seiner Art,Q9180,1,6,1,8 settembre 1966,1966-09-08,Star Trek: The Original Series,Q11336,1,The Man Trap,Q1287667,The Man Trap (episode),Das Letzte seiner Art,,6149-06,KO
Charlie X,Il naufrago delle stelle,Der Fall Charlie,Q1739,1,8,2,15 settembre 1966,1966-09-15,Star Trek: The Original Series,Q11336,2,Charlie X,Q2659593,Charlie X (episode),Der Fall Charly,,6149-08,KO
Where No Man Has Gone Before,Oltre la galassia,Spitze des Eisbergs,Q10025,1,2,3,22 settembre 1966,1966-09-22,Star Trek: The Original Series,Q11336,3,Where No Man Has Gone Before,Q25366,Where No Man Has Gone Before (episode),Die Spitze des Eisberges,,6149-02,KO
The Naked Time,Al di là del tempo,Implosion in der Spirale,Q9195,1,7,4,29 settembre 1966,1966-09-29,Star Trek: The Original Series,Q11336,4,The Naked Time,Q2984478,The Naked Time (episode),Implosion in der Spirale,,6149-07,KO
The Enemy Within,Il duplicato,Kirk : 2 = ?,Q9120,1,5,5,6 ottobre 1966,1966-10-06,Star Trek: The Original Series,Q11336,5,The Enemy Within,Q2984502,The Enemy Within (episode),Kirk : 2 = ?,,6149-05,KO
Mudd's Women,Il filtro di Venere,Die Frauen des Mr. Mudd,Q6509,1,4,6,13 ottobre 1966,1966-10-13,Star Trek: The Original Series,Q11336,6,Mudd's Women,Q2664096,Mudd's Women (episode),Die Frauen des Mr. Mudd,,6149-04,KO
What Are Little Girls Made Of?,Gli androidi del dottor Korby,Der alte Traum,Q10017,1,10,7,20 ottobre 1966,1966-10-20,Star Trek: The Original Series,Q11336,7,What Are Little Girls Made Of?,Q981113,What Are Little Girls Made Of? (episode),Der alte Traum,,6149-10,KO
Miri (tos12),Miri,"Miri, ein Kleinling",Q6412,1,12,8,27 ottobre 1966,1966-10-27,Star Trek: The Original Series,Q11336,8,Miri,Q926323,Miri (episode),"Miri, ein Kleinling",,6149-12,KO
Dagger of the Mind,Trasmissione di pensiero,Der Zentralnervensystemmanipulator,Q2156,1,11,9,3 novembre 1966,1966-11-03,Star Trek: The Original Series,Q11336,9,Dagger of the Mind,Q3107459,Dagger of the Mind (episode),Der Zentralnervensystemmanipulator,,6149-11,KO
The Corbomite Maneuver,L'espediente della carbonite,Pokerspiele,Q9095,1,3,10,10 novembre 1966,1966-11-10,Star Trek: The Original Series,Q11336,10,The Corbomite Maneuver,Q1187077,The Corbomite Maneuver (episode),Pokerspiele,,6149-03,KO
The Menagerie,L'ammutinamento,,Q9186,1,16,"11,12",17 novembre 1966,1966-11-17,Star Trek: The Original Series,Q11336,11,The Menagerie,Q619989,,,,016,
The Conscience of the King,La magnificenza del re,"Kodos, der Henker",Q9094,1,13,13,8 dicembre 1966,1966-12-08,Star Trek: The Original Series,Q11336,12,The Conscience of the King,Q2406293,The Conscience of the King (episode),Kodos der Henker,La magnificenza del re (episodio),6149-13,KO
Balance of Terror,La navicella invisibile,Spock unter Verdacht,Q965,1,9,14,15 dicembre 1966,1966-12-15,Star Trek: The Original Series,Q11336,13,Balance of Terror,Q3178411,Balance of Terror (episode),Spock unter Verdacht,La navicella invisibile (episodio),6149-09,KO
Shore Leave,Licenza di sbarco,Landurlaub,Q8241,1,17,15,29 dicembre 1966,1966-12-29,Star Trek: The Original Series,Q11336,14,Shore Leave,Q3487395,Shore Leave (episode),Landeurlaub,,6149-17,KO
The Galileo Seven,La Galileo,Notlandung auf Galileo 7,Q9141,1,14,16,5 gennaio 1967,1967-01-05,Star Trek: The Original Series,Q11336,15,The Galileo Seven,Q20912,The Galileo Seven (episode),Notlandung auf Galileo 7,,6149-14,KO
The Squire of Gothos,Il cavaliere di Gothos,Tödliche Spiele auf Gothos,Q9250,1,18,17,12 gennaio 1967,1967-01-12,Star Trek: The Original Series,Q11336,16,The Squire of Gothos,Q3487421,The Squire of Gothos (episode),Tödliche Spiele auf Gothos,,6149-18,KO
Arena,Arena,,Q550,1,19,18,19 gennaio 1967,1967-01-19,Star Trek: The Original Series,Q11336,17,Arena,Q5221208,Arena (episode),Ganz neue Dimensionen,,6149-19,KO
Tomorrow is Yesterday,Domani è ieri,,Q9487,1,21,19,26 gennaio 1967,1967-01-26,Star Trek: The Original Series,Q11336,18,Tomorrow is Yesterday,Q5252917,Tomorrow is Yesterday (episode),Morgen ist Gestern,,6149-21,KO
Court Martial,Corte marziale,Kirk unter Anklage,Q2047,1,15,20,2 febbraio 1967,1967-02-02,Star Trek: The Original Series,Q11336,19,Court Martial,Q974108,Court Martial (episode),Kirk unter Anklage,,6149-15,KO
The Return of the Archons,Il ritorno degli Arconti,Landru und die Ewigkeit,Q9229,1,22,21,9 febbraio 1967,1967-02-09,Star Trek: The Original Series,Q11336,20,The Return of the Archons,Q3487430,The Return of the Archons (episode),Landru und die Ewigkeit,,6149-22,KO
Space Seed,Spazio profondo,Der schlafende Tiger,Q8371,1,24,22,16 febbraio 1967,1967-02-16,Star Trek: The Original Series,Q11336,21,Space Seed,Q5251718,Space Seed (episode),Der schlafende Tiger,,6149-24,KO
A Taste of Armageddon,Una guerra incredibile,Krieg der Computer,Q159,1,23,23,23 febbraio 1967,1967-02-23,Star Trek: The Original Series,Q11336,22,A Taste of Armageddon,Q3487125,A Taste of Armageddon (episode),Krieg der Computer,,6149-23,KO
